Player,Year,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS
Jeff Green,2011,December,16,37,15,5.3,12.5,0.42,0.9,3.9,0.242,3.6,4.1,0.864,1.4,3.7,5.1,2.8,1.4,0.9,0.2,2.5,27.2,0,0,2.8
Jeff Green,2011,January,13,37.1,13.2,5.2,12.2,0.428,1,3.3,0.302,1.8,2.5,0.697,1.2,4.8,6,1.7,1.5,1,0.5,3,25.8,2,0,-2.2
Jeff Green,2011,February,11,31,13.7,5,10.5,0.478,1.2,3,0.394,2.5,2.9,0.875,0.4,3.5,3.9,0.9,1.8,0.3,0.8,3,21.2,0,0,3.8
Jeff Green,2011,March,16,23.2,10.9,4.3,7.9,0.535,0.5,1.2,0.421,1.9,2.6,0.756,0.6,2,2.6,0.6,0.9,0.6,0.5,2.9,17.2,0,0,0.1
Jeff Green,2011,April,8,25.5,8.4,3.3,8,0.406,0,0.9,0,1.9,2.1,0.882,0.8,4.4,5.1,1.3,0.8,0.5,0.8,2.4,19.4,1,0,-4.1
Darrell Arthur,2010,February,9,11.7,2.1,1,3.1,0.321,0,0,0,0.1,0.4,0.25,0.9,2.2,3.1,0.4,0.7,0.4,0.3,1.2,8.2,0,0,-4.8
Darrell Arthur,2010,March,15,12.2,4.1,1.8,3.4,0.529,0,0,0,0.5,0.9,0.5,1.1,1.5,2.7,0.5,0.5,0.2,0.4,1.9,9.2,1,0,-2.4
Darrell Arthur,2010,April,8,21.1,7.9,3.4,8.4,0.403,0,0.1,0,1.1,1.5,0.75,1.5,3.8,5.3,0.5,1,0.9,0.6,2.5,18.4,0,0,-3.8
Darrell Arthur,2011,October,3,29.3,17,7,11.7,0.6,0,0,0,3,3,1,1,3.7,4.7,0.7,1.3,1,0.3,5.3,26.3,0,0,5
Darrell Arthur,2011,November,14,21.7,7.8,3.4,6.6,0.516,0,0,0,0.9,1.4,0.684,1.4,3.9,5.2,0.5,1.1,0.8,0.9,2.6,18.9,1,0,0.4
Darrell Arthur,2011,December,13,18.2,6.4,2.8,6.5,0.44,0,0.1,0,0.7,0.9,0.75,1.7,2.1,3.8,0.4,0.9,0.6,0.2,2.5,12.9,1,0,-2.6
Darrell Arthur,2011,January,17,18.4,9.4,3.9,7.4,0.532,0,0,0,1.5,1.9,0.788,1.5,1.6,3.2,0.7,0.7,0.7,0.4,2.1,16.8,0,0,0.9
Darrell Arthur,2011,February,12,19.8,9.5,3.8,7.3,0.517,0,0.1,0,2,2.5,0.8,1.5,2.8,4.3,0.4,1.1,0.4,1.1,3.7,18.7,0,0,0.6
Darrell Arthur,2011,March,14,21.9,12.4,5.4,10.8,0.497,0,0.3,0,1.6,1.7,0.958,1.2,4,5.2,0.9,1.6,0.6,1.6,2.8,24.8,0,0,2.5
Darrell Arthur,2011,April,7,17.4,5.6,2.4,6.9,0.354,0,0,0,0.7,1,0.714,1.4,2.4,3.9,1.3,1.3,0.7,0.9,3.3,15.6,0,0,-0.6
