Date,Team,Acquired,Relinquised,Injury part,Descriptive Verb,##,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS,&&,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS
2016/1/11,Pelicans,,Quincy Pondexter,knee/,surgery/damage/,##,December,4,5.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.3,0.8,1.0,0.3,0.5,0.0,0.0,0.3,1.1,0,0,-3.3,&&,January,5,4.4,0.4,0.2,0.6,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,0.0,0.2,0.0,0.4,2.6,0,0,-0.2
2016/1/13,Nets,,Jarrett Jack,knee/ligament/,surgery/torn/,##,December,15,33.0,12.1,4.0,10.6,0.377,0.8,3.4,0.235,3.3,3.7,0.909,0.3,4.0,4.3,7.6,3.1,1.6,0.2,2.2,31.1,3,0,-5.8,&&,January,1,22.8,2.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0,1.0,2.0,18.7,0,0,8.0
2016/1/15,Bulls,,Joakim Noah,shoulder/,separated/,##,December,11,24.5,6.4,2.5,5.5,0.443,0.0,0.1,0.0,1.5,2.4,0.615,3.5,6.2,9.7,4.5,1.6,0.6,1.5,2.3,29.8,1,0,-1.8,&&,January,4,19.5,2.8,1.3,5.0,0.25,0.0,0.0,0.0,0.3,0.5,0.5,3.5,5.0,8.5,3.5,2.3,0.8,0.3,2.8,19.0,0,0,-1.8
2016/1/15,Suns,,Ronnie Price,toe/,surgery/,##,December,16,15.3,4.0,1.3,3.7,0.339,1.0,2.5,0.4,0.5,0.5,1.0,0.4,0.8,1.1,1.4,0.5,1.2,0.1,2.3,10.7,0,0,0.1,&&,January,3,22.6,8.0,2.7,6.0,0.444,1.7,3.7,0.455,1.0,1.3,0.75,0.7,2.0,2.7,3.7,2.0,2.0,0.3,4.0,21.7,0,0,5.0
2016/1/19,Bulls,,Joakim Noah,shoulder/,surgery/,##,December,11,24.5,6.4,2.5,5.5,0.443,0.0,0.1,0.0,1.5,2.4,0.615,3.5,6.2,9.7,4.5,1.6,0.6,1.5,2.3,29.8,1,0,-1.8,&&,January,4,19.5,2.8,1.3,5.0,0.25,0.0,0.0,0.0,0.3,0.5,0.5,3.5,5.0,8.5,3.5,2.3,0.8,0.3,2.8,19.0,0,0,-1.8
2016/1/20,Pelicans,,Eric Gordon,finger/,surgery/fracture/,##,December,15,31.3,13.0,4.1,9.7,0.421,2.2,5.5,0.398,2.7,2.9,0.909,0.2,1.7,1.9,2.2,1.7,0.8,0.4,2.2,20.5,0,0,-1.3,&&,January,9,33.1,12.7,4.7,11.1,0.42,2.4,6.1,0.4,0.9,1.0,0.889,0.1,2.0,2.1,2.9,1.3,1.0,0.3,1.9,22.2,0,0,3.0
2016/1/27,Bulls,,Nikola Mirotic,appendix/,surgery/,##,December,15,20.7,7.6,2.6,7.2,0.361,1.4,4.5,0.309,1.0,1.5,0.682,0.7,4.8,5.5,1.2,0.9,0.9,0.8,1.8,20.2,1,0,-0.3,&&,January,14,25.7,11.6,3.7,9.3,0.4,1.9,4.6,0.406,2.4,3.1,0.767,1.1,4.6,5.6,1.4,1.4,0.9,0.9,1.9,24.5,1,0,2.0
2016/1/28,Pelicans,,Tyreke Evans,knee/,injury/,##,December,15,32.8,15.1,5.3,12.7,0.416,1.2,3.2,0.375,3.4,4.1,0.836,0.9,4.9,5.7,7.3,3.0,1.3,0.4,2.6,35.2,5,0,0.7,&&,January,10,27.4,15.2,5.7,12.4,0.46,1.5,3.7,0.405,2.3,3.2,0.719,0.7,3.6,4.3,5.4,2.8,1.2,0.2,2.7,29.9,1,0,-2.4
2016/1/31,Suns,,T.J. Warren,foot/,fracture/,##,December,18,22.0,10.5,4.4,8.9,0.497,0.6,1.4,0.423,1.0,1.3,0.75,1.2,2.0,3.2,0.9,0.4,1.1,0.3,1.9,19.6,0,0,-3.3,&&,January,13,23.7,9.5,4.2,9.1,0.458,0.6,1.8,0.348,0.5,1.1,0.5,0.8,1.4,2.2,1.4,0.8,0.5,0.4,2.3,16.2,0,0,-4.3
2016/2/4,Spurs,,Manu Ginobili,testicle/,surgery/injury/,##,January,13,19.4,9.8,3.6,8.0,0.452,1.0,2.6,0.382,1.5,2.0,0.769,0.4,2.6,3.0,3.0,1.5,1.3,0.5,2.0,21.7,0,0,4.4,&&,February,2,19.9,9.5,3.0,8.0,0.375,1.5,3.5,0.429,2.0,2.0,1.0,0.5,2.0,2.5,3.0,2.0,1.5,0.0,0.5,19.5,0,0,6.0
2016/2/8,Grizzlies,,Marc Gasol,foot/,fracture/,##,January,14,35.8,17.7,6.9,16.1,0.431,0.0,0.0,0.0,3.9,4.9,0.794,1.2,4.9,6.1,3.5,2.1,1.6,1.8,3.1,38.4,2,0,0.9,&&,February,4,27.9,14.3,6.3,11.0,0.568,0.0,0.0,0.0,1.8,2.8,0.636,0.0,4.8,4.8,3.0,1.8,0.3,1.0,2.0,26.5,0,0,4.3
2016/2/11,Hornets,,Michael Kidd-Gilchrist,shoulder/,torn/,##,January,2,30.8,16.0,5.5,7.5,0.733,1.0,1.0,1.0,4.0,7.0,0.571,2.5,7.0,9.5,2.0,1.5,0.5,0.0,1.0,30.4,1,0,11.0,&&,February,5,28.6,11.4,4.4,9.2,0.478,0.2,1.0,0.2,2.4,3.0,0.8,1.4,3.8,5.2,1.0,1.0,0.4,0.6,1.4,21.1,1,0,7.2
2016/2/23,Grizzlies,,Marc Gasol,foot/,surgery/fracture/,##,January,14,35.8,17.7,6.9,16.1,0.431,0.0,0.0,0.0,3.9,4.9,0.794,1.2,4.9,6.1,3.5,2.1,1.6,1.8,3.1,38.4,2,0,0.9,&&,February,4,27.9,14.3,6.3,11.0,0.568,0.0,0.0,0.0,1.8,2.8,0.636,0.0,4.8,4.8,3.0,1.8,0.3,1.0,2.0,26.5,0,0,4.3
2016/2/24,Heat,,Beno Udrih,foot/,surgery/torn/,##,January,11,21.5,4.8,2.1,5.2,0.404,0.6,1.5,0.412,0.0,0.0,0.0,0.1,2.3,2.4,3.5,1.5,0.7,0.0,1.5,13.6,1,0,-2.0,&&,February,8,15.7,5.6,2.4,5.4,0.442,0.1,0.8,0.167,0.8,0.9,0.857,0.4,1.5,1.9,2.4,1.4,0.0,0.0,1.0,10.1,0,0,-2.6
2016/2/25,Pelicans,,Bryce Dejean-Jones,wrist/,surgery/fracture/,##,January,5,15.8,5.0,1.8,4.2,0.429,1.0,2.2,0.455,0.4,1.4,0.286,0.6,2.4,3.0,0.6,0.4,0.6,0.2,1.0,11.5,0,0,-2.2,&&,February,9,22.2,6.0,2.1,5.3,0.396,0.8,2.3,0.333,1.0,1.6,0.643,0.6,3.1,3.7,1.3,1.0,0.8,0.1,1.3,14.1,0,0,-3.1
2016/2/28,Bucks,,Steve Novak,knee/,sprained/,##,December,4,5.0,2.0,0.8,2.0,0.375,0.5,1.3,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,2.6,0,0,0.8,&&,February,5,4.7,2.6,0.8,1.8,0.444,0.8,1.8,0.444,0.2,0.2,1.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.4,2.9,0,0,1.0
2016/3/5,Lakers,,Anthony Brown,foot/,stress reaction/,##,February,2,18.2,4.0,1.5,4.5,0.333,0.5,2.0,0.25,0.5,0.5,1.0,0.5,2.5,3.0,1.0,0.0,1.0,0.0,1.0,12.1,0,0,1.5,&&,March,3,30.9,5.0,1.7,6.0,0.278,1.0,3.7,0.273,0.7,0.7,1.0,0.3,3.0,3.3,1.7,0.3,0.7,0.0,2.0,13.2,0,0,-12.3
2016/3/7,Pelicans,,Eric Gordon,finger/,fracture/,##,February,1,33.8,31.0,9.0,17.0,0.529,4.0,9.0,0.444,9.0,10.0,0.9,0.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,43.6,0,0,-3.0,&&,March,3,25.6,14.7,5.7,11.3,0.5,2.7,5.3,0.5,0.7,0.7,1.0,0.0,2.7,2.7,3.0,1.7,0.3,0.7,2.0,23.7,0,0,-3.7
2016/3/8,Knicks,,Lance Thomas,knee/,sprained/,##,February,9,24.0,7.2,2.3,6.1,0.382,0.9,2.0,0.444,1.7,2.3,0.714,0.4,1.4,1.9,1.0,0.9,0.2,0.0,2.1,10.8,0,0,2.1,&&,March,3,25.5,3.7,1.7,7.7,0.217,0.3,2.0,0.167,0.0,0.0,0.0,0.7,4.0,4.7,1.0,0.0,0.0,0.0,2.3,10.8,0,0,4.3
2016/3/8,Pelicans,,Eric Gordon,finger/,surgery/fracture/,##,February,1,33.8,31.0,9.0,17.0,0.529,4.0,9.0,0.444,9.0,10.0,0.9,0.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,43.6,0,0,-3.0,&&,March,3,25.6,14.7,5.7,11.3,0.5,2.7,5.3,0.5,0.7,0.7,1.0,0.0,2.7,2.7,3.0,1.7,0.3,0.7,2.0,23.7,0,0,-3.7
2016/3/9,Grizzlies,,Mario Chalmers,Achilles/tendon/,rupture/,##,February,11,20.7,10.5,3.1,7.0,0.442,0.5,1.6,0.278,3.9,4.6,0.843,0.4,2.3,2.6,2.8,1.5,1.3,0.3,2.9,21.0,0,0,-2.1,&&,March,5,29.6,13.6,4.0,10.8,0.37,1.0,3.4,0.294,4.6,5.0,0.92,0.8,2.4,3.2,4.8,2.0,3.0,0.6,3.0,33.4,0,0,9.2
2016/3/10,Bucks,,O.J. Mayo,ankle/,fracture/,##,February,8,23.4,5.1,1.8,4.6,0.378,1.5,3.4,0.444,0.1,0.3,0.5,0.3,2.1,2.4,3.0,2.1,0.9,0.4,3.5,14.1,0,0,-0.4,&&,March,4,29.1,4.3,1.5,4.8,0.316,1.3,4.0,0.313,0.0,0.0,0.0,0.3,2.3,2.5,1.0,2.3,1.8,0.3,4.5,12.5,0,0,0.5
2016/3/16,Blazers,,Meyers Leonard,shoulder/,dislocate/,##,February,11,16.2,6.5,2.5,5.0,0.491,1.3,2.8,0.452,0.4,0.5,0.667,0.7,3.4,4.1,1.0,1.1,0.1,0.2,2.2,12.7,0,0,2.0,&&,March,8,21.5,7.8,2.8,6.8,0.407,1.5,3.3,0.462,0.8,0.9,0.857,0.8,6.5,7.3,1.8,1.5,0.1,0.4,3.8,19.1,2,0,3.1
2016/3/18,Mavericks,,Chandler Parsons,knee/,sore/,##,February,10,32.3,18.8,6.8,13.0,0.523,2.4,5.0,0.48,2.8,3.3,0.848,0.6,4.4,5.0,2.7,1.7,1.0,0.6,2.1,32.0,1,0,0.3,&&,March,9,35.1,16.2,6.3,13.0,0.487,2.2,5.3,0.417,1.3,1.9,0.706,0.9,5.4,6.3,4.4,2.1,1.3,0.1,2.0,32.7,1,0,-1.1
2016/3/19,Pelicans,,Anthony Davis,shoulder/knee/,injury/torn/,##,February,11,36.9,28.6,11.1,20.6,0.537,0.6,1.5,0.412,5.8,8.3,0.703,2.4,7.5,9.9,2.3,1.6,1.4,1.5,2.3,51.0,4,0,-5.2,&&,March,10,34.1,25.1,9.1,20.0,0.455,0.8,2.3,0.348,6.1,7.6,0.803,1.9,8.7,10.6,1.9,1.8,1.3,1.2,2.7,46.4,8,0,-11.1
2016/3/20,Pelicans,,Ryan Anderson,hernia/groin/,injury/,##,February,12,28.2,15.3,5.7,13.3,0.425,1.4,4.8,0.298,2.6,3.0,0.861,1.3,3.9,5.3,0.6,0.9,0.6,0.3,1.5,24.1,2,0,-0.9,&&,March,10,28.2,16.8,5.8,15.2,0.382,1.5,5.5,0.273,3.7,4.2,0.881,2.5,3.9,6.4,1.6,1.2,0.4,0.3,1.9,27.8,2,0,0.2
2016/3/24,Pelicans,,Anthony Davis,knee/,surgery/,##,February,11,36.9,28.6,11.1,20.6,0.537,0.6,1.5,0.412,5.8,8.3,0.703,2.4,7.5,9.9,2.3,1.6,1.4,1.5,2.3,51.0,4,0,-5.2,&&,March,10,34.1,25.1,9.1,20.0,0.455,0.8,2.3,0.348,6.1,7.6,0.803,1.9,8.7,10.6,1.9,1.8,1.3,1.2,2.7,46.4,8,0,-11.1
2016/3/25,Mavericks,,Chandler Parsons,knee/,surgery/,##,February,10,32.3,18.8,6.8,13.0,0.523,2.4,5.0,0.48,2.8,3.3,0.848,0.6,4.4,5.0,2.7,1.7,1.0,0.6,2.1,32.0,1,0,0.3,&&,March,9,35.1,16.2,6.3,13.0,0.487,2.2,5.3,0.417,1.3,1.9,0.706,0.9,5.4,6.3,4.4,2.1,1.3,0.1,2.0,32.7,1,0,-1.1
2016/3/27,76ers,,Richaun Holmes,Achilles/tendon/,strained/,##,February,9,11.1,4.4,1.9,3.8,0.5,0.1,0.9,0.125,0.6,0.9,0.625,0.7,1.7,2.3,0.8,1.0,0.4,0.8,1.8,11.1,0,0,-1.6,&&,March,7,14.4,4.7,1.6,4.6,0.344,0.1,0.7,0.2,1.4,2.0,0.714,2.1,1.4,3.6,0.6,0.6,0.6,1.0,2.1,14.0,0,0,2.1
2016/3/27,Kings,,Marco Belinelli,foot/,sore/,##,February,10,25.9,9.6,3.8,10.2,0.373,0.9,4.2,0.214,1.1,1.5,0.733,0.1,1.6,1.7,1.4,1.0,0.7,0.0,1.2,14.8,0,0,-5.6,&&,March,12,20.7,9.2,3.5,8.6,0.408,1.4,3.8,0.37,0.8,1.1,0.692,0.3,1.1,1.3,1.8,0.9,0.6,0.0,0.9,14.2,0,0,2.1
2016/3/29,Pelicans,,Alonzo Gee,quadricep/,torn/,##,February,12,20.3,2.6,1.0,2.4,0.414,0.3,0.9,0.273,0.3,0.8,0.444,0.3,1.4,1.7,0.8,0.6,0.8,0.2,2.6,8.1,0,0,-4.2,&&,March,15,25.9,6.9,2.9,4.7,0.606,0.1,0.5,0.286,1.0,1.7,0.577,1.4,3.1,4.5,1.1,1.2,0.7,0.2,2.2,15.6,0,0,-3.3
2016/3/29,Pelicans,,Jrue Holiday,orbital/,fracture/,##,February,12,30.8,19.3,7.6,17.4,0.435,0.8,4.3,0.196,3.3,3.9,0.851,0.8,2.8,3.6,7.6,3.3,1.8,0.4,2.0,38.5,1,0,2.3,&&,March,13,34.1,21.2,7.9,18.5,0.427,2.1,5.8,0.355,3.3,3.5,0.935,0.2,3.1,3.3,6.7,3.3,1.8,0.3,2.5,38.2,2,0,-4.0
2016/3/30,Knicks,,Jose Calderon,quadricep/,bruise/,##,February,10,28.5,8.6,3.3,7.7,0.429,1.3,3.2,0.406,0.7,0.7,1.0,0.0,3.4,3.4,3.2,1.8,0.5,0.1,1.9,17.5,0,0,-6.2,&&,March,15,29.0,7.1,2.7,6.3,0.436,1.2,2.8,0.429,0.5,0.6,0.778,0.3,3.1,3.5,5.1,1.1,0.8,0.1,2.4,20.4,1,0,2.9
2016/3/30,Knicks,,Kristaps Porzingis,shoulder/,sore/strained/,##,February,11,28.7,14.8,5.7,13.3,0.432,1.2,4.0,0.295,2.2,2.4,0.923,1.4,4.5,5.9,1.1,1.5,0.6,2.1,2.5,30.2,2,0,-1.9,&&,March,12,29.9,15.5,5.3,13.4,0.398,1.2,3.7,0.318,3.7,4.7,0.786,1.3,5.6,6.9,1.8,1.8,0.5,1.5,2.9,30.7,3,0,-0.6
2016/3/31,Bulls,,Taj Gibson,rib/,fracture/bruise/,##,February,12,29.8,9.6,3.8,7.3,0.529,0.0,0.1,0.0,1.9,3.0,0.639,2.5,4.3,6.8,2.2,1.3,0.5,1.2,3.4,24.7,0,0,-4.5,&&,March,15,26.1,10.4,4.4,7.7,0.574,0.0,0.0,0.0,1.6,1.9,0.828,2.7,3.3,6.1,1.5,1.0,1.1,1.1,1.9,25.5,3,0,-3.5
2016/4/2,Nuggets,,Darrell Arthur,knee/,sore/,##,March,17,24.8,9.2,3.6,8.2,0.446,1.2,2.8,0.426,0.7,1.0,0.706,1.5,3.2,4.8,1.6,1.1,0.6,0.9,2.7,20.6,0,0,-0.6,&&,April,1,12.0,5.0,2.0,8.0,0.25,1.0,5.0,0.2,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,8.6,0,0,0.0
2016/4/8,76ers,,Carl Landry,back/,sore/strained/,##,March,15,19.4,11.5,4.3,8.7,0.5,0.1,0.3,0.2,2.7,3.5,0.788,1.7,3.4,5.1,1.0,0.4,0.3,0.2,2.3,20.3,0,0,-6.9,&&,April,3,24.3,19.0,8.0,11.0,0.727,1.3,1.3,1.0,1.7,2.3,0.714,3.0,4.7,7.7,2.3,1.0,0.7,0.0,2.0,32.7,0,0,-4.7
2016/4/8,76ers,,Isaiah Canaan,shoulder/,torn/,##,March,15,29.1,12.5,3.7,10.7,0.348,2.5,7.4,0.342,2.5,2.7,0.927,0.4,1.9,2.3,2.0,1.0,0.8,0.0,1.9,19.7,0,0,-11.0,&&,April,3,28.7,14.7,4.7,12.0,0.389,3.0,8.3,0.36,2.3,3.3,0.7,0.0,2.7,2.7,1.7,0.3,0.7,0.7,1.0,24.0,0,0,-11.7
2016/4/11,Bulls,,E'Twaun Moore,hamstring/,injury/,##,March,11,24.6,9.1,3.8,7.5,0.512,1.2,2.3,0.52,0.3,0.3,1.0,0.4,2.5,2.9,3.0,1.2,0.5,0.4,2.5,18.4,0,0,-0.2,&&,April,2,29.5,7.0,3.0,8.5,0.353,1.0,3.0,0.333,0.0,0.0,0.0,0.5,2.5,3.0,2.0,1.0,1.5,1.0,1.5,20.1,0,0,2.0
2016/4/11,Nets,,Thomas Robinson,knee/,sore/,##,March,12,18.4,5.3,2.2,5.5,0.394,0.0,0.1,0.0,0.9,2.6,0.355,2.2,4.3,6.5,1.5,1.7,0.9,0.3,2.2,17.4,3,0,-8.9,&&,April,5,25.1,13.2,5.6,10.4,0.538,0.0,0.0,0.0,2.0,5.0,0.4,6.4,5.0,11.4,1.4,1.8,1.2,0.0,3.2,30.8,4,0,-10.6
2016/4/11,Pelicans,,Alexis Ajinca,shoulder/,injury/,##,March,8,18.8,9.8,4.0,9.5,0.421,0.0,0.0,0.0,1.8,2.3,0.778,1.4,3.4,4.8,0.5,1.8,0.8,0.5,2.5,18.2,0,0,-5.8,&&,April,5,27.3,14.0,6.2,11.2,0.554,0.0,0.0,0.0,1.6,1.6,1.0,2.6,6.0,8.6,1.4,3.0,0.4,1.4,2.8,28.8,2,0,-0.2
2016/4/11,Suns,,Tyson Chandler,concussion/,,##,March,13,25.5,8.5,3.8,5.8,0.653,0.0,0.0,0.0,1.0,1.8,0.542,2.5,5.8,8.3,1.1,2.1,0.6,0.7,2.7,22.0,6,0,-4.8,&&,April,5,33.3,15.2,5.8,8.2,0.707,0.0,0.0,0.0,3.6,5.6,0.643,4.0,8.2,12.2,1.0,1.2,0.8,1.0,1.8,35.5,4,0,-2.8
2016/4/13,76ers,,Nik Stauskas,knee/,injury/,##,March,13,23.5,10.2,3.5,8.2,0.43,1.4,4.3,0.321,1.7,2.1,0.815,0.5,2.7,3.2,1.5,1.5,0.8,0.2,1.4,17.8,0,0,-4.8,&&,April,6,33.4,12.5,3.8,11.3,0.338,1.7,6.7,0.25,3.2,3.7,0.864,0.7,2.2,2.8,3.2,1.3,0.5,0.2,2.3,21.3,0,0,-0.3
2016/4/13,Jazz,,Alec Burks,knee/,sore/,##,December,12,25.7,12.9,4.1,10.6,0.386,1.0,2.7,0.375,3.8,5.8,0.652,0.5,2.8,3.3,2.0,1.4,0.3,0.2,2.3,20.0,0,0,-2.2,&&,April,3,12.5,3.7,1.3,3.0,0.444,1.0,1.3,0.75,0.0,0.0,0.0,0.0,3.0,3.0,1.3,0.7,0.7,0.0,0.7,10.6,0,0,4.0
2016/4/13,Jazz,,Derrick Favors,knee/,sore/,##,March,16,31.0,16.6,6.9,13.7,0.502,0.0,0.1,0.0,2.8,3.8,0.75,2.6,4.8,7.4,1.3,1.6,1.1,1.6,1.9,34.0,3,0,4.8,&&,April,4,30.1,11.8,5.3,9.3,0.568,0.0,0.3,0.0,1.3,2.0,0.625,1.0,4.0,5.0,1.0,1.8,1.5,1.5,1.8,26.5,1,0,-1.0
2016/4/13,Mavericks,,Devin Harris,thumb/,sprained/,##,March,14,19.7,7.1,2.5,5.5,0.455,0.8,2.6,0.297,1.3,1.6,0.818,0.2,2.1,2.3,1.4,0.9,0.7,0.4,1.7,14.2,0,0,-1.8,&&,April,6,24.9,10.7,3.3,8.5,0.392,1.8,5.0,0.367,2.2,2.8,0.765,0.2,2.7,2.8,1.3,1.7,0.8,0.0,2.2,16.9,0,0,2.2
2016/4/13,Nuggets,,Joffrey Lauvergne,back/,injury/,##,March,17,17.3,7.4,3.2,5.8,0.545,0.0,0.6,0.0,1.0,1.1,0.944,1.1,3.4,4.5,0.6,0.8,0.3,0.2,2.1,14.6,0,0,-2.6,&&,April,4,22.3,11.3,4.5,10.0,0.45,0.0,1.0,0.0,2.3,2.5,0.9,1.0,5.5,6.5,2.3,2.0,0.0,0.5,2.0,21.9,1,0,-5.3
2016/4/22,Grizzlies,,Jarell Martin,foot/,sore/,##,March,16,15.1,6.0,2.3,5.2,0.434,0.0,0.1,0.0,1.5,2.1,0.706,1.8,1.9,3.8,0.7,0.9,0.3,0.3,2.1,12.5,0,0,-2.9,&&,April,7,16.4,7.6,2.3,3.7,0.615,0.0,0.0,0.0,3.0,4.0,0.75,1.3,1.9,3.1,0.6,0.7,0.4,0.3,3.1,13.6,0,0,1.9
2016/4/24,Mavericks,,Deron Williams,hernia/,,##,March,11,33.4,12.9,4.4,11.4,0.384,1.5,4.5,0.347,2.6,3.3,0.806,0.4,2.5,2.9,7.4,2.5,1.3,0.3,2.6,29.6,2,0,-0.2,&&,April,3,34.0,17.0,6.3,13.3,0.475,1.3,5.0,0.267,3.0,3.7,0.818,0.0,3.3,3.3,5.3,2.3,0.7,0.0,3.0,28.7,0,0,-6.0
2016/4/25,Clippers,,Chris Paul,hand/,fracture/,##,March,15,32.5,19.3,6.5,14.9,0.439,1.7,4.9,0.342,4.5,5.1,0.895,0.5,4.3,4.8,11.3,2.9,2.1,0.2,2.2,45.9,9,0,4.5,&&,April,5,28.4,16.4,6.2,12.4,0.5,1.2,3.4,0.353,2.8,3.0,0.933,0.4,3.8,4.2,10.4,1.6,1.2,0.2,1.6,39.6,2,0,17.2
2016/4/25,Mavericks,,David Lee,foot/heel/,plantar fasci/,##,March,15,17.7,9.9,4.1,6.4,0.646,0.0,0.0,0.0,1.6,1.9,0.828,2.5,4.7,7.3,1.3,1.3,0.2,0.8,2.7,22.3,3,0,-4.3,&&,April,7,15.0,4.9,2.1,3.6,0.6,0.0,0.0,0.0,0.6,1.0,0.571,1.9,3.7,5.6,0.7,0.7,0.4,0.3,2.1,14.0,0,0,2.4
2016/4/25,Mavericks,,Salah Mejri,hip/,strained/,##,March,8,12.2,4.6,1.8,3.0,0.583,0.0,0.0,0.0,1.1,2.1,0.529,1.3,3.5,4.8,0.5,1.0,0.4,1.6,1.8,16.1,2,0,2.5,&&,April,7,16.2,3.9,1.6,2.3,0.688,0.0,0.0,0.0,0.7,1.4,0.5,1.4,2.7,4.1,0.6,0.7,0.3,1.3,2.3,13.7,0,0,5.7
2016/4/26,Clippers,,Blake Griffin,quadricep/,injury/,##,December,12,36.4,20.6,8.4,18.3,0.459,0.2,0.6,0.286,3.6,5.3,0.672,1.2,7.8,8.9,5.3,2.6,0.6,0.4,2.5,39.6,5,0,3.8,&&,April,5,24.5,10.4,4.0,10.0,0.4,0.0,0.2,0.0,2.4,3.2,0.75,0.4,6.4,6.8,4.2,2.4,1.4,0.0,2.0,26.7,1,0,14.6
2016/4/26,Clippers,,Chris Paul,hand/,surgery/fracture/,##,March,15,32.5,19.3,6.5,14.9,0.439,1.7,4.9,0.342,4.5,5.1,0.895,0.5,4.3,4.8,11.3,2.9,2.1,0.2,2.2,45.9,9,0,4.5,&&,April,5,28.4,16.4,6.2,12.4,0.5,1.2,3.4,0.353,2.8,3.0,0.933,0.4,3.8,4.2,10.4,1.6,1.2,0.2,1.6,39.6,2,0,17.2
2016/4/28,Hornets,,Spencer Hawes,knee/,sprained/,##,March,3,11.7,2.3,1.0,4.3,0.231,0.3,0.7,0.5,0.0,0.0,0.0,0.7,2.3,3.0,1.7,0.3,0.0,0.7,1.0,10.1,0,0,8.7,&&,April,7,14.5,6.0,2.1,4.7,0.455,0.7,1.1,0.625,1.0,1.3,0.778,1.4,2.4,3.9,1.6,0.9,0.1,0.7,1.6,14.7,0,0,-2.6
2016/10/6,Hornets,,Cody Zeller,knee/,bruise/,##,April,7,20.9,6.4,2.3,4.1,0.552,0.0,0.0,0.0,1.9,2.3,0.813,1.9,3.7,5.6,0.9,0.3,1.6,1.1,1.6,22.3,0,0,6.1,&&,October,3,19.5,10.7,3.7,6.0,0.611,0.0,0.0,0.0,3.3,5.0,0.667,1.3,3.7,5.0,1.0,1.0,0.7,1.7,3.3,24.2,0,0,-3.7
2016/10/24,Pelicans,,Quincy Pondexter,knee/,surgery/,##,April,9,27.2,9.1,3.0,6.7,0.45,2.2,4.6,0.488,0.9,1.2,0.727,0.7,2.1,2.8,1.6,1.2,0.1,0.2,2.7,14.6,0,0,3.4,&&,October,4,15.6,6.8,2.3,6.0,0.375,0.3,2.8,0.091,2.0,2.3,0.889,1.3,1.5,2.8,0.8,1.5,0.5,0.5,2.3,12.7,0,0,-6.8
2016/11/5,Pelicans,,Lance Stephenson,muscle/groin/,surgery/torn/,##,October,3,24.9,8.3,3.7,7.3,0.5,0.0,1.0,0.0,1.0,1.3,0.75,1.0,2.7,3.7,4.3,1.3,0.3,0.0,3.3,18.9,0,0,-6.0,&&,November,3,29.3,11.0,5.0,11.0,0.455,0.3,2.3,0.143,0.7,1.3,0.5,0.0,2.3,2.3,5.3,2.3,0.3,0.3,2.7,21.5,0,0,2.7
2016/11/17,Mavericks,,J.J. Barea,calf/muscle/leg/,strained/torn/,##,October,3,33.2,16.7,4.7,12.3,0.378,2.0,4.7,0.429,5.3,5.7,0.941,0.7,2.7,3.3,5.3,1.3,1.0,0.3,1.3,31.3,0,0,-3.3,&&,November,6,33.1,16.2,6.2,14.3,0.43,2.0,5.5,0.364,1.8,1.8,1.0,0.3,3.2,3.5,5.5,2.3,0.5,0.0,0.7,27.8,0,0,0.3
2016/11/24,Pelicans,,Dante Cunningham,fibula/leg/,fracture/,##,October,3,21.1,8.0,3.0,6.0,0.5,1.7,3.3,0.5,0.3,0.7,0.5,0.7,3.7,4.3,0.3,1.0,0.0,0.7,2.3,14.7,0,0,2.0,&&,November,12,24.2,5.0,2.0,5.5,0.364,0.9,2.4,0.379,0.1,0.3,0.333,0.9,2.9,3.8,0.6,0.6,0.8,0.7,1.7,14.1,0,0,-3.2
2016/11/27,76ers,,Jerryd Bayless,wrist/,sore/,##,March,15,30.7,9.7,3.2,7.9,0.407,1.6,3.9,0.414,1.7,2.1,0.781,0.5,2.0,2.5,2.4,0.7,0.9,0.2,1.9,18.8,0,0,-4.1,&&,November,3,23.8,11.0,3.7,10.7,0.344,0.7,1.7,0.4,3.0,3.3,0.9,1.0,3.0,4.0,4.3,3.0,0.0,0.0,1.3,19.3,0,0,-7.0
