Date,Team,Acquired,Relinquised,Injury part,Descriptive Verb,##,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS,&&,MONTH,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUS_MINUS
2013/3/7,Hornets,,Austin Rivers,hand/,fracture/,##,February,13,23.6,6.3,2.5,5.7,0.446,0.5,1.0,0.462,0.8,1.3,0.588,0.2,1.2,1.5,2.0,1.1,0.2,0.1,2.4,10.7,0,0,-2.5,&&,March,3,20.2,8.7,4.0,5.7,0.706,0.0,0.3,0.0,0.7,1.7,0.4,0.3,1.3,1.7,1.0,0.3,0.3,0.0,1.7,12.8,0,0,7.3
2013/3/7,Suns,,Marcin Gortat,foot/,sprained/,##,February,13,27.9,10.6,4.7,9.3,0.504,0.0,0.1,0.0,1.2,2.2,0.571,1.7,5.8,7.5,0.9,1.5,0.5,1.2,2.2,24.4,1,0,-7.8,&&,March,2,16.0,5.0,2.5,6.0,0.417,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,7.6,0,0,1.0
2013/3/11,Cavaliers,,Kyrie Irving,shoulder/,sprained/,##,February,10,33.4,21.1,7.7,16.8,0.458,1.7,3.6,0.472,4.0,4.3,0.93,0.7,3.1,3.8,6.1,1.9,1.2,0.4,2.4,37.7,0,0,-1.7,&&,March,5,32.7,21.8,8.4,17.8,0.472,1.8,4.4,0.409,3.2,4.4,0.727,0.6,3.4,4.0,5.8,3.0,1.0,0.2,2.2,35.9,1,0,-5.2
2013/3/14,Lakers,,Kobe Bryant,ankle/,sprained/,##,February,13,36.1,23.9,8.7,17.8,0.489,0.8,2.8,0.27,5.8,6.8,0.852,1.2,5.5,6.7,6.6,4.4,0.9,0.3,1.7,41.2,3,0,-2.6,&&,March,13,37.8,26.5,8.5,19.8,0.428,1.8,5.7,0.324,7.8,9.7,0.802,0.7,4.7,5.4,7.1,4.0,1.2,0.2,1.6,43.5,4,0,0.9
2013/3/17,Mavericks,,Rodrigue Beaubois,hand/,fracture/,##,February,6,11.5,4.0,1.3,3.7,0.364,0.3,1.2,0.286,1.0,1.3,0.75,0.2,1.3,1.5,2.3,0.3,0.2,0.0,1.3,9.5,0,0,2.8,&&,March,5,12.1,6.8,2.4,5.0,0.48,0.8,2.8,0.286,1.2,1.6,0.75,0.4,1.0,1.4,1.6,1.2,0.6,0.2,1.4,12.1,0,0,3.0
2013/3/18,76ers,,Andrew Bynum,knee/,surgery/,##,December,11,22.6,9.5,4.3,9.8,0.435,0.0,0.0,0.0,1.0,1.7,0.579,2.5,3.9,6.5,1.2,1.4,0.4,0.9,1.0,21.5,1,0,-4.3,&&,March,2,17.8,11.5,4.5,11.0,0.409,0.0,0.0,0.0,2.5,3.5,0.714,3.0,6.5,9.5,1.0,2.0,0.0,0.5,1.5,23.9,0,0,-4.0
2013/3/21,Bobcats,,Brendan Haywood,foot/,fracture/,##,February,12,13.7,1.8,0.6,2.9,0.2,0.0,0.0,0.0,0.6,1.3,0.438,1.7,2.7,4.3,0.5,0.3,0.3,0.5,1.8,9.9,0,0,-2.9,&&,March,6,15.5,2.2,1.0,2.2,0.462,0.0,0.0,0.0,0.2,0.7,0.25,1.2,1.8,3.0,0.2,0.2,0.0,0.5,1.3,7.4,0,0,-2.2
2013/3/23,Magic,,Arron Afflalo,hamstring/,strained/,##,February,9,34.9,16.9,6.6,13.9,0.472,0.9,3.3,0.267,2.9,3.4,0.839,0.4,4.0,4.4,4.3,2.9,0.6,0.4,2.0,28.8,0,0,-9.0,&&,March,12,34.4,15.6,5.8,14.4,0.405,0.7,4.0,0.167,3.3,3.8,0.867,0.3,2.6,2.8,3.2,1.4,0.4,0.1,2.3,23.8,0,0,-8.6
2013/3/27,Jazz,,Enes Kanter,shoulder/,dislocate/,##,February,12,14.0,6.6,2.7,5.8,0.457,0.0,0.0,0.0,1.3,1.4,0.882,2.0,1.8,3.8,0.4,1.4,0.5,0.8,1.5,14.0,0,0,2.2,&&,March,14,19.6,10.7,4.1,7.1,0.586,0.1,0.1,1.0,2.4,2.7,0.868,2.1,3.6,5.6,0.6,1.5,0.4,0.3,1.4,18.8,2,0,4.1
2013/3/27,Lakers,,Metta World Peace,knee/,torn/,##,February,12,33.8,9.3,3.5,10.8,0.326,1.3,4.3,0.314,1.0,1.7,0.6,1.5,3.2,4.7,1.7,1.0,1.8,0.5,3.1,23.4,0,0,-1.1,&&,March,12,35.9,13.7,5.3,11.5,0.457,1.8,5.2,0.339,1.4,2.0,0.708,1.3,2.3,3.7,1.5,1.5,1.6,0.6,2.8,25.3,0,0,0.6
2013/3/28,Lakers,,Metta World Peace,knee/,surgery/torn/,##,February,12,33.8,9.3,3.5,10.8,0.326,1.3,4.3,0.314,1.0,1.7,0.6,1.5,3.2,4.7,1.7,1.0,1.8,0.5,3.1,23.4,0,0,-1.1,&&,March,12,35.9,13.7,5.3,11.5,0.457,1.8,5.2,0.339,1.4,2.0,0.708,1.3,2.3,3.7,1.5,1.5,1.6,0.6,2.8,25.3,0,0,0.6
2013/4/5,Nuggets,,Danilo Gallinari,knee/,torn/,##,March,15,31.9,13.7,3.9,10.5,0.376,1.6,4.2,0.381,4.3,4.8,0.889,0.5,4.3,4.9,2.9,1.5,1.2,0.2,1.1,26.5,0,0,5.7,&&,April,2,24.4,15.0,4.5,8.5,0.529,1.0,3.5,0.286,5.0,7.0,0.714,1.0,1.5,2.5,2.0,2.0,0.0,0.0,1.0,19.0,0,0,2.5
2013/4/11,Hornets,,Anthony Davis,knee/,sprained/bruise/,##,March,14,31.3,16.0,6.5,11.8,0.552,0.0,0.0,0.0,3.0,4.3,0.7,3.4,6.6,9.9,1.2,1.6,1.0,1.6,2.7,36.0,6,0,-3.1,&&,April,5,32.5,16.2,5.8,12.0,0.483,0.0,0.0,0.0,4.6,4.8,0.958,3.0,6.6,9.6,1.0,1.0,1.6,1.8,3.4,38.4,3,0,-2.6
2013/4/12,Lakers,,Kobe Bryant,Achilles/tendon/,torn/,##,March,13,37.8,26.5,8.5,19.8,0.428,1.8,5.7,0.324,7.8,9.7,0.802,0.7,4.7,5.4,7.1,4.0,1.2,0.2,1.6,43.5,4,0,0.9,&&,April,6,45.2,30.5,9.3,21.0,0.444,1.3,5.5,0.242,10.5,11.8,0.887,0.5,6.5,7.0,7.5,3.8,2.2,1.2,3.0,56.3,2,1,4.3
2013/4/13,Lakers,,Kobe Bryant,Achilles/tendon/,surgery/torn/,##,March,13,37.8,26.5,8.5,19.8,0.428,1.8,5.7,0.324,7.8,9.7,0.802,0.7,4.7,5.4,7.1,4.0,1.2,0.2,1.6,43.5,4,0,0.9,&&,April,6,45.2,30.5,9.3,21.0,0.444,1.3,5.5,0.242,10.5,11.8,0.887,0.5,6.5,7.0,7.5,3.8,2.2,1.2,3.0,56.3,2,1,4.3
2013/4/21,Warriors,,David Lee,hip/,torn/,##,March,15,34.8,16.5,6.9,13.5,0.51,0.0,0.0,0.0,2.8,3.5,0.792,2.6,8.9,11.5,3.7,2.5,0.6,0.3,2.9,35.9,12,0,5.7,&&,April,8,37.8,18.1,7.6,13.6,0.56,0.0,0.1,0.0,2.9,3.9,0.742,2.3,9.6,11.9,2.1,2.0,1.0,0.5,2.5,38.1,7,0,5.6
2013/4/26,Thunder,,Russell Westbrook,knee/,torn/,##,March,17,34.6,23.5,8.5,18.8,0.453,0.7,3.1,0.231,5.8,7.6,0.754,1.2,4.4,5.6,6.4,2.9,1.5,0.4,2.6,42.5,3,1,4.8,&&,April,8,30.6,23.6,8.6,19.0,0.454,1.4,4.0,0.344,5.0,5.9,0.851,1.5,3.4,4.9,6.0,2.5,1.8,0.4,1.6,42.4,1,0,10.1
2013/4/30,Nuggets,,Danilo Gallinari,knee/,surgery/damage/,##,March,15,31.9,13.7,3.9,10.5,0.376,1.6,4.2,0.381,4.3,4.8,0.889,0.5,4.3,4.9,2.9,1.5,1.2,0.2,1.1,26.5,0,0,5.7,&&,April,2,24.4,15.0,4.5,8.5,0.529,1.0,3.5,0.286,5.0,7.0,0.714,1.0,1.5,2.5,2.0,2.0,0.0,0.0,1.0,19.0,0,0,2.5
2013/10/29,Nuggets,,Danilo Gallinari,knee/,surgery/torn/,##,April,2,24.4,15.0,4.5,8.5,0.529,1.0,3.5,0.286,5.0,7.0,0.714,1.0,1.5,2.5,2.0,2.0,0.0,0.0,1.0,19.0,0,0,2.5,&&,October,1,18.3,7.0,1.0,8.0,0.125,1.0,5.0,0.2,4.0,4.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,18.6,0,0,5.0
2013/10/29,Warriors,,Festus Ezeli,knee/,surgery/,##,April,8,14.9,3.6,1.3,2.6,0.476,0.0,0.0,0.0,1.1,1.5,0.75,2.4,3.1,5.5,0.4,0.3,0.0,1.0,1.6,13.5,0,0,-0.1,&&,October,1,8.2,5.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,6.2,0,0,-1.0
2013/11/1,Timberwolves,,Ronny Turiaf,elbow/,fracture/,##,October,1,15.5,3.0,1.0,4.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,14.1,0,0,5.0,&&,November,1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5,0,0,1.0
2013/11/6,Knicks,,Tyson Chandler,fibula/,fracture/,##,October,2,33.9,8.5,4.0,7.5,0.533,0.0,0.0,0.0,0.5,1.0,0.5,5.0,7.5,12.5,1.5,3.5,2.0,4.5,2.5,41.8,0,0,13.0,&&,November,2,19.3,6.0,2.0,2.5,0.8,0.0,0.0,0.0,2.0,2.5,0.8,2.5,3.0,5.5,1.0,0.0,0.0,0.5,2.5,15.6,0,0,-9.0
2013/11/10,Nuggets,,JaVale McGee,tibia/,fracture/,##,October,1,10.1,4.0,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,10.2,0,0,2.0,&&,November,4,17.3,7.8,3.8,8.3,0.455,0.0,0.0,0.0,0.3,0.3,1.0,2.3,1.8,4.0,0.5,1.8,0.3,1.3,3.0,16.1,0,0,-1.8
2013/11/11,Bucks,,Larry Sanders,thumb/ligament/,surgery/torn/,##,October,1,12.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,0.0,1.0,5.0,5.8,0,0,-8.0,&&,November,2,20.0,4.0,2.0,6.5,0.308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,3.5,1.0,0.5,0.0,2.5,2.0,16.7,0,0,-9.5
2013/11/11,Lakers,,Steve Nash,back/,nerve/,##,October,1,20.7,3.0,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,3.0,8.7,0,0,-2.0,&&,November,5,22.8,7.4,2.2,8.6,0.256,0.8,2.4,0.333,2.2,2.4,0.917,0.4,1.2,1.6,4.8,1.8,0.4,0.2,1.6,16.5,0,0,-7.0
2013/11/21,Clippers,,Matt Barnes,eye/,surgery/torn/,##,October,2,23.2,6.0,1.5,5.0,0.3,0.5,2.0,0.25,2.5,2.5,1.0,1.5,3.0,4.5,2.5,2.0,1.0,0.0,3.5,16.2,0,0,-3.5,&&,November,6,19.0,5.8,1.7,4.7,0.357,0.5,2.0,0.25,2.0,2.5,0.8,0.8,3.3,4.2,1.3,1.0,1.0,0.2,2.7,15.3,0,0,0.8
2013/11/23,Bulls,,Derrick Rose,knee/,torn/,##,October,2,34.0,15.0,5.5,19.0,0.289,1.5,6.0,0.25,2.5,3.0,0.833,1.5,2.0,3.5,3.5,4.5,0.0,0.0,2.0,20.0,0,0,-5.0,&&,November,8,30.4,16.1,5.9,15.8,0.373,1.6,4.4,0.371,2.8,3.3,0.846,0.8,2.4,3.1,4.5,3.1,0.6,0.1,1.4,25.8,0,0,-2.8
2013/11/23,Grizzlies,,Marc Gasol,knee/,sprained/,##,October,1,34.0,14.0,7.0,15.0,0.467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,2.0,2.0,1.0,0.0,1.0,28.8,0,0,-18.0,&&,November,12,34.4,16.2,5.8,12.8,0.458,0.0,0.1,0.0,4.5,5.1,0.885,1.6,5.3,6.9,4.5,1.7,0.9,1.2,2.7,35.8,2,0,0.3
2013/11/25,Bulls,,Derrick Rose,knee/,surgery/torn/,##,October,2,34.0,15.0,5.5,19.0,0.289,1.5,6.0,0.25,2.5,3.0,0.833,1.5,2.0,3.5,3.5,4.5,0.0,0.0,2.0,20.0,0,0,-5.0,&&,November,8,30.4,16.1,5.9,15.8,0.373,1.6,4.4,0.371,2.8,3.3,0.846,0.8,2.4,3.1,4.5,3.1,0.6,0.1,1.4,25.8,0,0,-2.8
2013/11/30,Jazz,,Andris Biedrins,ankle/,sprained/,##,April,2,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.5,0.5,0.5,0.5,3.0,5.1,0,0,3.5,&&,November,1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,6.0
2013/12/1,Pelicans,,Anthony Davis,hand/,fracture/,##,November,14,34.9,19.6,7.3,14.2,0.513,0.0,0.0,0.0,5.0,6.0,0.833,3.7,6.8,10.5,1.8,1.2,1.8,3.9,3.2,50.8,8,0,3.1,&&,December,7,32.5,19.3,7.7,13.9,0.557,0.0,0.0,0.0,3.9,5.7,0.675,3.9,6.3,10.1,0.6,1.4,0.9,1.7,3.0,38.6,4,0,0.7
2013/12/2,Lakers,,Jordan Farmar,hamstring/,torn/,##,November,15,19.1,9.1,3.5,8.1,0.43,1.3,3.3,0.38,0.9,1.1,0.824,0.7,2.3,3.1,4.5,2.1,0.7,0.3,1.4,20.3,0,0,3.3,&&,December,5,23.1,5.4,2.0,7.2,0.278,0.4,2.2,0.182,1.0,1.6,0.625,1.0,2.8,3.8,5.0,2.2,1.0,0.0,1.2,18.3,0,0,-5.8
2013/12/4,Bobcats,,Michael Kidd-Gilchrist,hand/,fracture/,##,November,15,27.1,9.7,3.7,7.3,0.514,0.0,0.3,0.0,2.2,3.1,0.702,1.8,3.5,5.3,0.7,2.1,0.6,0.8,2.6,19.2,0,0,-0.6,&&,December,2,21.5,6.0,1.5,4.0,0.375,0.0,0.0,0.0,3.0,4.0,0.75,0.5,3.5,4.0,0.0,0.0,0.0,0.0,3.5,10.8,0,0,-3.5
2013/12/9,Bucks,,Zaza Pachulia,foot/,fracture/,##,November,14,26.4,6.8,2.1,6.3,0.33,0.0,0.1,0.0,2.6,2.9,0.925,3.0,3.7,6.7,1.9,1.8,0.9,0.3,2.6,19.3,0,0,-3.4,&&,December,2,12.1,5.0,1.5,3.5,0.429,0.0,0.0,0.0,2.0,2.0,1.0,1.5,1.5,3.0,0.5,1.0,1.0,0.5,1.5,12.9,0,0,-0.5
2013/12/9,Pelicans,,Tyreke Evans,ankle/,sprained/,##,November,14,25.4,11.7,4.7,11.4,0.413,0.1,1.1,0.125,2.1,3.1,0.682,0.9,4.0,4.9,3.6,1.9,1.2,0.5,2.4,26.3,1,0,1.0,&&,December,12,26.8,15.7,5.2,12.2,0.425,0.3,1.4,0.176,5.1,5.7,0.897,1.2,3.8,5.0,5.8,2.0,1.6,0.3,2.3,33.8,3,1,1.5
2013/12/12,Lakers,,Steve Blake,ligament/elbow/,torn/,##,November,15,31.5,10.1,3.5,8.5,0.409,1.9,4.8,0.403,1.2,1.5,0.818,0.1,3.3,3.4,8.3,2.3,0.9,0.1,1.7,27.0,1,0,-5.1,&&,December,4,35.6,9.5,3.5,9.5,0.368,1.8,5.8,0.304,0.8,1.0,0.75,0.5,2.8,3.3,8.3,3.8,0.8,0.0,2.0,24.3,1,0,-7.5
2013/12/13,Warriors,,Jermaine O'Neal,wrist/ligament/,surgery/torn/,##,November,10,18.7,6.5,2.4,4.8,0.5,0.0,0.0,0.0,1.7,2.2,0.773,1.0,4.0,5.0,0.3,1.5,0.5,0.9,2.4,15.7,0,0,-2.8,&&,December,5,18.7,6.0,2.2,4.0,0.55,0.0,0.0,0.0,1.6,2.4,0.667,2.2,2.4,4.6,0.2,1.2,0.4,0.4,2.6,13.0,0,0,7.6
2013/12/16,Knicks,,Pablo Prigioni,toe/,fracture/,##,November,13,15.5,3.4,1.2,2.8,0.444,0.9,2.2,0.414,0.0,0.0,0.0,0.2,1.6,1.8,1.9,0.5,0.8,0.1,2.4,10.6,0,0,-3.9,&&,December,9,22.2,4.7,1.6,4.0,0.389,1.3,3.1,0.429,0.2,0.2,1.0,0.7,1.1,1.8,4.9,0.8,1.8,0.0,1.8,18.7,0,0,3.6
2013/12/19,Lakers,,Kobe Bryant,tibia/,fracture/,##,April,6,45.2,30.5,9.3,21.0,0.444,1.3,5.5,0.242,10.5,11.8,0.887,0.5,6.5,7.0,7.5,3.8,2.2,1.2,3.0,56.3,2,1,4.3,&&,December,6,29.5,13.8,5.2,12.2,0.425,0.5,2.7,0.188,3.0,3.5,0.857,0.3,4.0,4.3,6.3,5.7,1.2,0.2,1.5,26.9,0,0,-5.3
2013/12/21,Nets,,Brook Lopez,foot/,fracture/,##,November,9,29.2,19.9,7.2,12.8,0.565,0.0,0.1,0.0,5.4,6.8,0.803,2.2,4.1,6.3,0.3,1.7,0.6,2.2,2.6,34.7,0,0,-3.7,&&,December,7,33.8,21.7,7.9,13.7,0.573,0.0,0.0,0.0,6.0,7.0,0.857,2.4,3.3,5.7,1.7,1.7,0.6,0.9,3.7,33.7,0,0,2.3
2013/12/21,Rockets,,Patrick Beverley,hand/,fracture/,##,November,14,31.9,9.8,3.5,8.7,0.402,1.9,5.1,0.366,0.9,1.1,0.813,1.4,2.6,4.0,2.4,1.3,1.4,0.5,2.7,22.5,0,0,6.0,&&,December,10,33.1,9.9,3.6,8.1,0.444,0.8,3.1,0.258,1.9,2.5,0.76,1.6,2.4,4.0,2.1,0.9,1.3,0.3,2.7,21.8,0,0,1.1
2013/12/27,Hawks,,Al Horford,muscle/,torn/,##,November,17,32.6,17.4,7.6,13.7,0.558,0.1,0.3,0.2,2.0,3.1,0.654,1.9,6.3,8.2,2.4,2.4,0.8,1.7,1.9,35.9,5,0,2.4,&&,December,11,33.7,21.1,9.4,15.9,0.589,0.3,0.5,0.5,2.1,2.8,0.742,3.0,6.1,9.1,3.0,1.8,0.7,1.0,2.0,39.9,4,0,4.2
2013/12/27,Thunder,,Russell Westbrook,knee/,surgery/,##,November,11,33.9,21.3,7.4,18.9,0.389,1.3,4.2,0.304,5.3,7.4,0.716,1.1,3.6,4.7,5.5,3.8,1.9,0.0,2.5,37.2,2,0,0.5,&&,December,14,32.0,21.4,7.8,17.1,0.454,1.4,4.6,0.313,4.4,4.9,0.884,1.1,5.9,6.9,8.1,4.1,1.6,0.2,1.9,43.2,7,1,6.3
2013/12/30,Lakers,,Xavier Henry,knee/,injury/,##,November,15,17.1,6.8,2.2,5.8,0.379,0.6,1.5,0.409,1.8,3.1,0.587,0.6,1.5,2.1,0.6,1.1,0.9,0.1,1.6,12.2,0,0,2.7,&&,December,14,25.4,12.5,4.1,9.2,0.442,0.6,2.3,0.25,3.8,5.7,0.663,0.5,2.6,3.1,1.7,1.6,1.4,0.2,2.0,22.0,0,0,-2.4
2013/12/31,Hawks,,Al Horford,muscle/,surgery/torn/,##,November,17,32.6,17.4,7.6,13.7,0.558,0.1,0.3,0.2,2.0,3.1,0.654,1.9,6.3,8.2,2.4,2.4,0.8,1.7,1.9,35.9,5,0,2.4,&&,December,11,33.7,21.1,9.4,15.9,0.589,0.3,0.5,0.5,2.1,2.8,0.742,3.0,6.1,9.1,3.0,1.8,0.7,1.0,2.0,39.9,4,0,4.2
2014/1/3,Clippers,,Chris Paul,shoulder/,separated/,##,December,16,35.2,20.3,7.3,15.8,0.464,1.1,3.0,0.354,4.6,5.6,0.822,0.6,3.9,4.4,10.3,2.2,2.7,0.1,2.2,47.2,11,0,4.4,&&,January,2,27.1,18.0,6.0,11.0,0.545,3.0,5.0,0.6,3.0,3.0,1.0,0.0,3.5,3.5,10.0,2.0,1.0,0.0,1.0,38.2,1,0,12.0
2014/1/17,Mavericks,,Gal Mekel,knee/,surgery/torn/,##,December,10,6.6,1.5,0.6,2.0,0.3,0.3,0.4,0.75,0.0,0.2,0.0,0.2,0.3,0.5,0.8,0.8,0.1,0.0,1.2,2.8,0,0,-1.1,&&,January,6,6.6,0.3,0.2,1.5,0.111,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.7,0.8,3.0,0.8,0.0,0.0,0.8,5.0,0,0,-0.7
2014/1/21,Nuggets,,Danilo Gallinari,knee/,surgery/,##,December,8,18.5,8.4,2.6,6.9,0.382,1.1,3.9,0.29,2.0,2.4,0.842,0.8,1.6,2.4,0.9,0.9,0.4,0.3,0.9,13.5,0,0,-0.8,&&,January,6,18.2,8.8,2.8,8.3,0.34,1.3,3.8,0.348,1.8,1.8,1.0,0.2,1.8,2.0,1.2,0.5,0.2,0.2,0.8,13.5,0,0,-5.2
2014/1/22,Celtics,,Avery Bradley,ankle/,sprained/,##,December,12,32.8,15.6,6.3,13.0,0.487,1.8,3.5,0.5,1.2,1.7,0.7,1.1,4.3,5.3,1.3,1.1,0.8,0.3,2.3,26.0,1,0,2.2,&&,January,12,30.8,16.3,6.4,15.8,0.407,1.1,3.5,0.31,2.3,3.0,0.778,0.8,3.0,3.8,1.6,1.3,0.9,0.3,2.3,25.4,0,0,-7.3
2014/1/22,Raptors,,Landry Fields,wrist/,surgery/,##,December,5,14.7,1.8,0.6,3.2,0.188,0.0,0.6,0.0,0.6,0.6,1.0,0.6,2.0,2.6,0.6,0.4,0.8,0.2,0.6,8.4,0,0,-0.4,&&,January,5,2.8,0.4,0.2,0.6,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.4,0.0,0.0,0.2,0.8,0,0,-2.4
2014/1/22,Spurs,,Kawhi Leonard,hand/,fracture/,##,December,14,29.9,11.9,4.9,9.9,0.489,0.9,2.6,0.361,1.2,1.6,0.739,1.6,4.5,6.1,2.1,1.1,1.3,0.2,1.9,25.7,2,0,0.6,&&,January,10,28.5,11.3,4.5,7.5,0.6,1.0,2.3,0.435,1.3,1.8,0.722,0.7,4.9,5.6,2.0,1.2,1.4,0.7,2.2,26.1,0,0,6.9
2014/1/23,Hawks,,Pero Antic,ankle/,fracture/,##,December,10,11.4,3.2,1.2,2.9,0.414,0.6,1.9,0.316,0.2,0.2,1.0,0.4,1.8,2.2,1.4,0.6,0.1,0.3,2.1,8.5,0,0,6.3,&&,January,8,24.6,11.4,4.0,8.1,0.492,2.0,4.6,0.432,1.4,1.8,0.786,1.1,4.8,5.9,0.9,1.4,0.5,0.3,3.5,20.6,1,0,1.1
2014/1/23,Knicks,,Andrea Bargnani,ligament/elbow/,torn/,##,December,15,29.4,13.1,5.2,13.0,0.4,0.5,2.4,0.222,2.1,2.6,0.821,1.7,3.6,5.3,0.9,1.1,0.6,1.3,1.9,25.5,2,0,-2.2,&&,January,12,29.1,11.2,4.5,9.7,0.466,0.3,1.8,0.19,1.8,2.2,0.846,1.5,3.8,5.3,0.8,1.9,0.2,1.3,2.5,21.0,1,0,-1.1
2014/1/28,Timberwolves,,Nikola Pekovic,ankle/,bursitis/,##,December,13,35.1,20.7,8.2,16.0,0.51,0.0,0.0,0.0,4.4,6.2,0.713,5.2,4.5,9.8,1.2,1.6,0.5,0.4,2.7,35.2,9,0,2.2,&&,January,13,29.3,19.4,7.9,14.3,0.554,0.0,0.0,0.0,3.5,4.2,0.836,3.6,5.5,9.2,1.2,1.3,0.6,0.7,2.2,34.7,6,0,7.7
2014/1/31,Nuggets,,Nate Robinson,knee/,torn/,##,December,15,21.6,11.1,4.0,9.3,0.429,1.2,3.8,0.316,1.9,2.3,0.853,0.6,1.3,1.9,2.2,1.6,0.7,0.1,2.2,17.8,0,0,0.8,&&,January,14,19.6,10.9,4.0,8.5,0.471,1.5,3.7,0.404,1.4,1.8,0.76,0.6,1.0,1.6,3.0,1.3,0.8,0.1,2.3,18.5,0,0,1.9
2014/1/31,Nuggets,,Nate Robinson,knee/,surgery/torn/,##,December,15,21.6,11.1,4.0,9.3,0.429,1.2,3.8,0.316,1.9,2.3,0.853,0.6,1.3,1.9,2.2,1.6,0.7,0.1,2.2,17.8,0,0,0.8,&&,January,14,19.6,10.9,4.0,8.5,0.471,1.5,3.7,0.404,1.4,1.8,0.76,0.6,1.0,1.6,3.0,1.3,0.8,0.1,2.3,18.5,0,0,1.9
2014/2/6,Lakers,,Nick Young,knee/,fracture/,##,January,14,31.0,18.1,6.4,15.4,0.414,1.5,5.0,0.3,3.9,4.7,0.818,0.3,2.8,3.1,1.4,1.7,0.5,0.1,2.6,23.9,0,0,-4.1,&&,February,3,22.3,13.3,2.7,7.0,0.381,1.3,3.3,0.4,6.7,7.7,0.87,0.0,2.3,2.3,1.3,2.3,0.3,0.0,1.7,16.8,0,0,4.3
2014/2/9,Nuggets,,Ty Lawson,rib/,fracture/,##,January,13,38.1,18.2,5.8,13.7,0.421,1.2,3.7,0.313,5.5,6.8,0.809,0.7,2.8,3.5,11.1,3.0,1.7,0.3,1.8,42.0,11,0,3.5,&&,February,4,35.2,18.8,6.8,14.3,0.474,0.5,2.5,0.2,4.8,5.5,0.864,0.8,3.5,4.3,7.8,3.8,1.3,0.0,1.3,35.5,1,0,1.8
2014/2/15,Bucks,,Larry Sanders,orbital/,surgery/fracture/,##,January,13,26.5,7.6,3.2,7.2,0.441,0.0,0.1,0.0,1.3,2.5,0.531,2.7,4.1,6.8,0.7,1.2,0.9,1.8,3.2,23.9,1,0,-7.9,&&,February,4,24.3,11.3,5.0,8.3,0.606,0.0,0.0,0.0,1.3,2.3,0.556,3.3,6.3,9.5,0.5,1.0,0.3,1.0,2.5,26.2,1,0,0.8
2014/2/19,Pistons,,Chauncey Billups,knee/,surgery/,##,January,3,9.8,1.7,0.7,2.7,0.25,0.3,2.0,0.167,0.0,0.0,0.0,0.3,0.0,0.3,0.3,1.0,0.0,0.0,1.7,1.6,0,0,-4.3,&&,February,1,9.1,2.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.2,0,0,-5.0
2014/2/20,Timberwolves,,Ronny Turiaf,knee/,bruise/,##,January,13,18.5,3.8,1.7,2.8,0.595,0.0,0.0,0.0,0.4,1.2,0.313,2.1,3.5,5.5,0.6,0.7,0.2,1.1,1.9,14.6,0,0,-1.1,&&,February,8,27.6,5.4,2.4,4.4,0.543,0.0,0.0,0.0,0.6,2.1,0.294,2.0,5.1,7.1,1.4,1.1,0.3,3.0,2.8,24.6,0,0,-0.5
